,city-cn,lat,lng
8588,Groveland-United States,28.602,-81.8204
8589,Coral Gables-United States,25.7037,-80.2715
8590,Lauderhill-United States,26.1605,-80.2241
8591,Clewiston-United States,26.7532,-80.9399
8592,Tavares-United States,28.7927,-81.7364
8593,Treasure Island-United States,27.7731,-82.766
8594,Fruitland Park-United States,28.8599,-81.9191
8595,Altamonte Springs-United States,28.6615,-81.3952
8596,Marianna-United States,30.7907,-85.23
8597,Holly Hill-United States,29.2443,-81.0463
8598,Tamarac-United States,26.2058,-80.2547
8599,Kenneth City-United States,27.8156,-82.7162
8600,Okeechobee-United States,27.2412,-80.8298
8601,De Funiak Springs-United States,30.7122,-86.1208
8602,Jupiter-United States,26.9199,-80.1127
8603,Gulfport-United States,27.7463,-82.7099
8604,Lynn Haven-United States,30.2361,-85.6389
8605,Key West-United States,24.5636,-81.7769
8606,Pinecrest-United States,25.665,-80.3042
8607,Pompano Beach-United States,26.2428,-80.1312
8608,Palm Beach-United States,26.6852,-80.0403
8609,Rockledge-United States,28.3199,-80.7318
8610,Destin-United States,30.395,-86.4701
8611,Riviera Beach-United States,26.7814,-80.074
8612,Palm Springs-United States,26.635,-80.0967
8613,Inverness-United States,28.8397,-82.3437
8614,Cape Coral-United States,26.6444,-81.9956
8615,Sebastian-United States,27.7883,-80.4815
8616,Zephyrhills-United States,28.2407,-82.1797
8617,Pensacola-United States,30.4427,-87.1886
8618,Clermont-United States,28.5403,-81.7296
8619,Temple Terrace-United States,28.0435,-82.3777
8620,Belle Glade-United States,26.6918,-80.6667
8621,Wellington-United States,26.6464,-80.2707
8622,Maitland-United States,28.6293,-81.3716
8623,Gulf Breeze-United States,30.3685,-87.1769
8624,Stuart-United States,27.1962,-80.2438
8625,Deltona-United States,28.905,-81.2136
8626,Tampa-United States,27.9937,-82.4454
8627,Saint Augustine-United States,29.8979,-81.31
8628,Mount Dora-United States,28.8143,-81.6344
8629,Lauderdale Lakes-United States,26.1683,-80.2017
8630,Plantation-United States,26.126,-80.2617
8631,Cutler Bay-United States,25.5765,-80.3357
8632,Florida City-United States,25.4418,-80.4685
8633,Belle Isle-United States,28.4725,-81.3491
8634,North Lauderdale-United States,26.2113,-80.2209
8635,Apopka-United States,28.7015,-81.5308
8636,Fort Pierce-United States,27.4256,-80.3425
8637,Satellite Beach-United States,28.1782,-80.602
8638,Coconut Creek-United States,26.2803,-80.1842
8639,Deerfield Beach-United States,26.305,-80.1278
8640,Palm Beach Gardens-United States,26.8488,-80.1656
8641,Indian Harbour Beach-United States,28.1528,-80.5974
8642,Jacksonville Beach-United States,30.2782,-81.4045
8643,Parkland-United States,26.3218,-80.2532
8644,Titusville-United States,28.5727,-80.8193
8645,Auburndale-United States,28.0966,-81.8008
8646,Live Oak-United States,30.2956,-82.9846
8647,Opa-locka-United States,25.8997,-80.2551
8648,North Miami Beach-United States,25.9302,-80.1659
8649,Plant City-United States,28.0144,-82.12
8650,Dunedin-United States,28.0328,-82.7866
8651,Miami Shores-United States,25.867,-80.1779
8652,Fort Meade-United States,27.7642,-81.8055
8653,Fellsmere-United States,27.7241,-80.5974
8654,Lake Alfred-United States,28.1041,-81.7264
8655,Milton-United States,30.6286,-87.0521
8656,Perry-United States,30.1092,-83.582
8657,Gainesville-United States,29.6808,-82.3455
8658,Longboat Key-United States,27.3926,-82.6341
8659,LaBelle-United States,26.7221,-81.4505
8660,Hialeah-United States,25.8696,-80.3045
8661,Pahokee-United States,26.8205,-80.6613
8662,Casselberry-United States,28.6624,-81.3218
8663,Neptune Beach-United States,30.3165,-81.4118
8664,South Pasadena-United States,27.7524,-82.7395
8665,Arcadia-United States,27.2213,-81.8587
8666,Surfside-United States,25.8787,-80.1251
8667,Davie-United States,26.079,-80.287
8668,Bartow-United States,27.8862,-81.8212
8669,Margate-United States,26.2465,-80.2119
8670,Cape Canaveral-United States,28.3934,-80.605
8671,Cocoa Beach-United States,28.3328,-80.6274
8672,Cocoa-United States,28.3821,-80.7675
8673,New Smyrna Beach-United States,29.0249,-80.965
8674,Dania Beach-United States,26.0594,-80.1641
8675,Fort Lauderdale-United States,26.1412,-80.1464
8676,Green Cove Springs-United States,29.99,-81.6809
8677,Lake Worth-United States,26.6194,-80.059
8678,Saint Augustine Beach-United States,29.8413,-81.2713
8679,Kissimmee-United States,28.3042,-81.4164
8680,Homestead-United States,25.4664,-80.4472
8681,Boca Raton-United States,26.3749,-80.1077
8682,Orange Park-United States,30.1706,-81.704
8683,Haines City-United States,28.1097,-81.6158
8684,Winter Park-United States,28.5986,-81.3436
8685,Punta Gorda-United States,26.8932,-82.0517
8686,Hialeah Gardens-United States,25.888,-80.3573
8687,North Miami-United States,25.9006,-80.1681
8688,Sweetwater-United States,25.7785,-80.3761
8689,North Bay Village-United States,25.8487,-80.1535
8690,Flagler Beach-United States,29.4711,-81.13
8691,Springfield-United States,30.1689,-85.6092
8692,South Daytona-United States,29.1656,-81.0056
8693,Weston-United States,26.1006,-80.4057
8694,Coral Springs-United States,26.2701,-80.2592
8695,Southwest Ranches-United States,26.0476,-80.3759
8696,Jacksonville-United States,30.3322,-81.6749
8697,Crestview-United States,30.7479,-86.5785
8698,Melbourne-United States,28.1084,-80.6628
8699,Longwood-United States,28.7018,-81.3488
8700,Macclenny-United States,30.2816,-82.1249
8701,Bay Harbor Islands-United States,25.8878,-80.1335
8702,Palatka-United States,29.6493,-81.6704
8703,Worland-United States,44.0026,-107.9543
8704,Powell-United States,44.7961,-108.7682
8705,Green River-United States,41.5124,-109.4708
8706,Torrington-United States,42.0659,-104.1622
8707,Laramie-United States,41.3099,-105.6086
8708,Cheyenne-United States,41.1406,-104.7926
8709,Jackson-United States,43.472,-110.7743
8710,Rock Springs-United States,41.595,-109.2237
8711,Lander-United States,42.8313,-108.7599
8712,Rawlins-United States,41.7848,-107.2265
8713,Douglas-United States,42.7541,-105.3969
8714,Casper-United States,42.8421,-106.3208
8715,Cody-United States,44.5212,-109.055
8716,Gillette-United States,44.2779,-105.5004
8717,Evanston-United States,41.2602,-110.9646
8718,Sheridan-United States,44.7949,-106.9611
8719,Riverton-United States,43.0426,-108.414
8720,Keene-United States,42.9494,-72.2997
8721,Concord-United States,43.2305,-71.5595
8722,Manchester-United States,42.9848,-71.4447
8723,Rochester-United States,43.299,-70.9787
8724,Claremont-United States,43.379,-72.3368
8725,Berlin-United States,44.4869,-71.2599
8726,Portsmouth-United States,43.058,-70.7826
8727,Somersworth-United States,43.2534,-70.8856
8728,Dover-United States,43.1887,-70.8845
8729,Laconia-United States,43.5724,-71.4775
8730,Franklin-United States,43.4499,-71.6691
8731,Lebanon-United States,43.6353,-72.2531
8732,Nashua-United States,42.7491,-71.491
8733,Somers Point-United States,39.3167,-74.6066
8734,Bayonne-United States,40.6659,-74.1141
8735,Ridgefield Park-United States,40.8543,-74.0201
8736,Closter-United States,40.9733,-73.9604
8737,Belmar-United States,40.1798,-74.0255
8738,Somerdale-United States,39.8454,-75.0218
8739,Bloomingdale-United States,41.03,-74.3319
8740,Burlington-United States,40.0783,-74.8523
8741,Ocean City-United States,39.2682,-74.6019
8742,Metuchen-United States,40.5424,-74.3628
8743,Hammonton-United States,39.6572,-74.7678
8744,Paramus-United States,40.9455,-74.0712
8745,Hoboken-United States,40.7453,-74.0279
8746,Woodcliff Lake-United States,41.0253,-74.0604
8747,Eatontown-United States,40.2913,-74.0558
8748,New Providence-United States,40.6996,-74.4034
8749,North Caldwell-United States,40.8629,-74.2576
8750,South River-United States,40.4455,-74.3784
8751,Hopatcong-United States,40.9541,-74.6593
8752,Franklin Lakes-United States,41.0086,-74.2083
8753,Manville-United States,40.5421,-74.5892
8754,Tinton Falls-United States,40.2709,-74.0948
8755,Madison-United States,40.7586,-74.4171
8756,Glen Rock-United States,40.9601,-74.1249
8757,Emerson-United States,40.9748,-74.024
8758,Guttenberg-United States,40.7927,-74.0047
8759,Rockaway-United States,40.8969,-74.5155
8760,Totowa-United States,40.9039,-74.2214
8761,Gloucester City-United States,39.8924,-75.1173
8762,Wanaque-United States,41.044,-74.29
8763,Montvale-United States,41.0529,-74.0499
8764,East Rutherford-United States,40.8179,-74.0854
8765,Plainfield-United States,40.6154,-74.4157
8766,Spotswood-United States,40.3949,-74.392
8767,Paterson-United States,40.9147,-74.1624
8768,Fair Haven-United States,40.3619,-74.0392
8769,Clayton-United States,39.6627,-75.0782
8770,West New York-United States,40.7856,-74.0093
8771,Ringwood-United States,41.1064,-74.2749
8772,Keyport-United States,40.4327,-74.2011
8773,River Edge-United States,40.9268,-74.0387
8774,Kenilworth-United States,40.6781,-74.289
8775,Red Bank-United States,40.3481,-74.0672
8776,Perth Amboy-United States,40.5203,-74.2724
8777,Milltown-United States,40.4504,-74.4351
8778,Ridgewood-United States,40.9822,-74.1127
8779,Leonia-United States,40.8638,-73.9899
8780,Wildwood-United States,38.9877,-74.8188
8781,Kearny-United States,40.7528,-74.1202
8782,Hackensack-United States,40.889,-74.0461
8783,Manasquan-United States,40.1183,-74.0446
8784,Phillipsburg-United States,40.6895,-75.1821
8785,Oceanport-United States,40.316,-74.0205
8786,Bergenfield-United States,40.9235,-73.9982
8787,Fanwood-United States,40.6417,-74.3857
8788,Little Silver-United States,40.3357,-74.0346
8789,Elizabeth-United States,40.6657,-74.1912
8790,Hawthorne-United States,40.9579,-74.1581
8791,Ridgefield-United States,40.8313,-74.0147
8792,New Milford-United States,40.9337,-74.0196
8793,Chatham-United States,40.7405,-74.3838
8794,Highland Park-United States,40.5006,-74.4283
8795,Matawan-United States,40.4127,-74.2365
8796,Upper Saddle River-United States,41.0633,-74.0986
8797,Pompton Lakes-United States,41.0024,-74.2859
8798,Mount Arlington-United States,40.919,-74.639
8799,Westfield-United States,40.6515,-74.3433
8800,Fort Lee-United States,40.8509,-73.9712
8801,North Arlington-United States,40.7875,-74.1273
8802,Prospect Park-United States,40.938,-74.1736
8803,Pleasantville-United States,39.39,-74.5169
8804,Glen Ridge-United States,40.8041,-74.2043
8805,Wharton-United States,40.8999,-74.5808
8806,Union Beach-United States,40.4454,-74.1699
8807,Audubon-United States,39.8906,-75.0722
8808,Haddon Heights-United States,39.8791,-75.0645
8809,Oradell-United States,40.9562,-74.0314
8810,Bellmawr-United States,39.8665,-75.0941
8811,Brigantine-United States,39.4138,-74.3787
8812,Demarest-United States,40.955,-73.9567
8813,Dumont-United States,40.9452,-73.9923
8814,Vineland-United States,39.4653,-74.9981
8815,Boonton-United States,40.9047,-74.4048
8816,Summit-United States,40.7154,-74.3647
8817,Carteret-United States,40.5848,-74.2284
8818,Margate City-United States,39.3307,-74.5071
8819,Tenafly-United States,40.9175,-73.9531
8820,Runnemede-United States,39.8521,-75.0739
8821,Pitman-United States,39.7335,-75.1306
8822,Linwood-United States,39.3435,-74.5708
8823,Allendale-United States,41.0333,-74.1333
8824,South Amboy-United States,40.4852,-74.2831
8825,Waldwick-United States,41.0133,-74.1258
8826,Jersey City-United States,40.7161,-74.0682
8827,South Plainfield-United States,40.5748,-74.4153
8828,Hackettstown-United States,40.854,-74.8257
8829,Absecon-United States,39.4228,-74.4944
8830,Raritan-United States,40.5731,-74.6431
8831,Trenton-United States,40.2237,-74.764
8832,Union City-United States,40.7674,-74.0323
8833,Garfield-United States,40.8791,-74.1085
8834,Old Tappan-United States,41.0163,-73.9856
8835,Morristown-United States,40.7966,-74.4772
8836,West Long Branch-United States,40.2883,-74.0185
8837,Millville-United States,39.3903,-75.0561
8838,Northfield-United States,39.3718,-74.5543
8839,Lincoln Park-United States,40.9239,-74.3035
8840,Newark-United States,40.7245,-74.1725
8841,Bernardsville-United States,40.7268,-74.5918
8842,Ventnor City-United States,39.3457,-74.486
8843,Washington-United States,40.7587,-74.9825
8844,Camden-United States,39.9361,-75.1073
8845,Butler-United States,40.9989,-74.3472
8846,Paulsboro-United States,39.84,-75.2397
8847,Linden-United States,40.6251,-74.2381
8848,Berlin-United States,39.7915,-74.9375
8849,Florham Park-United States,40.7772,-74.3953
8850,Long Branch-United States,40.2965,-73.9915
8851,Lodi-United States,40.8784,-74.0815
8852,Hasbrouck Heights-United States,40.8619,-74.0741
8853,Bridgeton-United States,39.4286,-75.2281
8854,Dunellen-United States,40.5903,-74.4656
8855,Hightstown-United States,40.2686,-74.5253
8856,Rahway-United States,40.6077,-74.2807
8857,Woodbury-United States,39.8379,-75.1524
8858,Princeton-United States,40.3562,-74.6693
8859,Roselle Park-United States,40.6653,-74.2666
8860,New Brunswick-United States,40.487,-74.445
8861,Wood-Ridge-United States,40.8508,-74.0878
8862,Bound Brook-United States,40.5676,-74.5382
8863,Mountainside-United States,40.6811,-74.36
8864,Cliffside Park-United States,40.8221,-73.988
8865,Salem-United States,39.5681,-75.4724
8866,Harrison-United States,40.7431,-74.1531
8867,Edgewater-United States,40.8237,-73.974
8868,Somerville-United States,40.5696,-74.6092
8869,Palmyra-United States,40.0025,-75.036
8870,Middlesex-United States,40.5744,-74.5011
8871,North Haledon-United States,40.9628,-74.1844
8872,Midland Park-United States,40.9952,-74.1411
8873,Fairview-United States,40.8182,-74.0022
8874,Stratford-United States,39.829,-75.0156
8875,Sayreville-United States,40.4656,-74.3237
8876,Carlstadt-United States,40.8247,-74.0613
8877,Bogota-United States,40.875,-74.0293
8878,Pine Hill-United States,39.7879,-74.9857
8879,Palisades Park-United States,40.8472,-73.9967
8880,North Plainfield-United States,40.6209,-74.4386
8881,Cresskill-United States,40.9405,-73.9596
8882,Keansburg-United States,40.4469,-74.1316
8883,Fair Lawn-United States,40.9359,-74.1177
8884,Rumson-United States,40.3626,-74.0046
8885,East Orange-United States,40.7651,-74.2117
8886,Watchung-United States,40.6432,-74.4391
8887,Westwood-United States,40.9878,-74.0308
8888,Newton-United States,41.0534,-74.7527
8889,Caldwell-United States,40.839,-74.2776
8890,Barrington-United States,39.8689,-75.0514
8891,Beachwood-United States,39.9286,-74.2023
8892,Freehold-United States,40.2596,-74.2755
8893,Roseland-United States,40.8208,-74.3086
8894,Passaic-United States,40.8574,-74.1282
8895,Rutherford-United States,40.8203,-74.1057
8896,Hillsdale-United States,41.0074,-74.044
8897,Point Pleasant-United States,40.0772,-74.0702
8898,Little Ferry-United States,40.8464,-74.0388
8899,Atlantic City-United States,39.3797,-74.4527
8900,Asbury Park-United States,40.2226,-74.0117
8901,Glassboro-United States,39.7014,-75.1113
8902,Roselle-United States,40.6527,-74.2599
8903,Haledon-United States,40.9363,-74.1887
8904,Elmwood Park-United States,40.905,-74.1201
8905,Ramsey-United States,41.0595,-74.1454
8906,Jamesburg-United States,40.3494,-74.44
8907,Englewood-United States,40.8917,-73.9736
8908,Norwood-United States,40.9933,-73.951
8909,Lindenwold-United States,39.8172,-74.9898
8910,Englewood Cliffs-United States,40.8822,-73.9466
8911,Franklin-United States,41.1101,-74.5886
8912,Collingswood-United States,39.916,-75.0759
8913,Maywood-United States,40.9025,-74.0634
8914,Haddonfield-United States,39.8955,-75.0346
8915,Kinnelon-United States,40.9847,-74.3862
8916,Wallington-United States,40.8535,-74.1069
8917,Park Ridge-United States,41.0352,-74.0423
8918,Morris Plains-United States,40.8357,-74.4786
8919,Dover-United States,40.8859,-74.5597
8920,Clifton-United States,40.8631,-74.1575
8921,Oakland-United States,41.0313,-74.2408
8922,Secaucus-United States,40.781,-74.0659
8923,Sunland Park-United States,31.8195,-106.5948
8924,Raton-United States,36.885,-104.4396
8925,Las Vegas-United States,35.6011,-105.2206
8926,Carlsbad-United States,32.4067,-104.2376
8927,Clovis-United States,34.4376,-103.1923
8928,Aztec-United States,36.819,-107.9823
8929,Lovington-United States,32.9125,-103.3277
8930,Grants-United States,35.1538,-107.8335
8931,Los Ranchos de Albuquerque-United States,35.1626,-106.6481
8932,Anthony-United States,32.0131,-106.5985
8933,Farmington-United States,36.7555,-108.1823
8934,Rio Rancho-United States,35.2872,-106.6981
8935,Bernalillo-United States,35.3127,-106.5537
8936,Portales-United States,34.1753,-103.3569
8937,Corrales-United States,35.2366,-106.6191
8938,Gallup-United States,35.5178,-108.7474
8939,Los Lunas-United States,34.8114,-106.7808
8940,Deming-United States,32.2632,-107.7514
8941,Truth or Consequences-United States,33.1864,-107.2589
8942,Santa Fe-United States,35.6619,-105.9819
8943,Belen-United States,34.6804,-106.7876
8944,Hobbs-United States,32.7282,-103.16
8945,Socorro-United States,34.0543,-106.9066
8946,Alamogordo-United States,32.8834,-105.9627
8947,Bloomfield-United States,36.7398,-107.9733
8948,Ruidoso-United States,33.364,-105.6443
8949,Albuquerque-United States,35.1053,-106.6464
8950,Las Cruces-United States,32.3265,-106.7893
8951,Taos-United States,36.3868,-105.5802
8952,Artesia-United States,32.8479,-104.4276
8953,Silver City-United States,32.7783,-108.2699
8954,Espanola-United States,36.004,-106.0671
8955,Roswell-United States,33.373,-104.5294
8956,Burnet-United States,30.7478,-98.2392
8957,Roma-Los Saenz-United States,26.416,-99.0056
8958,Hondo-United States,29.3532,-99.1621
8959,Frisco-United States,33.1553,-96.8218
8960,Onalaska-United States,30.8209,-95.1111
8961,Waco-United States,31.5597,-97.1883
8962,Pampa-United States,35.5479,-100.965
8963,Sherman-United States,33.6266,-96.6195
8964,Cedar Hill-United States,32.5809,-96.9592
8965,Pasadena-United States,29.6584,-95.1499
8966,Woodway-United States,31.4988,-97.2314
8967,Vernon-United States,34.148,-99.3
